OCCUPATION,ID,OCCUPATION,ID2,COMMON
null,3715,one at serivce ,4125,
null,3720,ornamental basket maker ,3493,
null,3728,ornamental hair dresser ,2617,
null,3729,out ,3260,
null,3730,out ,3810,
null,3732,out ,3913,
null,3733,out at washing ,4103,
null,3736,out by days work ,4077,
null,3741,out to washing ,4080,
null,3744,out to work ,4059,
null,3753,out to work ,4257,
null,3762,own work ,3981,
null,3768,oyster dealer ,3400,
null,3777,oyster house minimally ,1172,
null,3779,palin sewer ,127,
null,3783,past work ,1698,
null,3793,past work ,2369,
null,3795,past work ,2460,
null,3807,past work ,2469,
null,3810,pastry cook ,246,
null,3812,pastry cook ,924,
null,3814,pastry cook ,1670,
null,3825,pastry cook ,1816,
null,3834,pastry cook ,2033,
null,3835,pastry cook ,3066,
null,3837,pastry cook ,3950,
null,3845,pepper pot dealer ,3265,
null,3847,picker ,3449,
null,3848,picks & cuts rags,3473,
null,3853,picks coal ,3828,
null,3856,piebaker ,61,
null,3865,place wanted at service ,4266,
null,3868,plain sewing ,3010,
null,3869,plain sewing ,3033,
null,3870,plain sewing ,3178,
null,3872,plain sewing ,3192,
null,3881,plain sewing ,3294,
null,3891,plain sewing ,3353,
null,3895,plain sewing ,3389,
null,3906,plain sewing ,3529,
null,3907,plain sewing ,3812,
null,3908,plain sewing ,3831,
null,3913,plain sewing ,3970,
null,3914,plain sewing ,4093,
null,3916,plain sewing ,4127,
null,3917,plain sewing ,4170,
null,3927,plain sewing ,4178,
null,3933,plain sewing ,4240,
null,3935,plain sewing ,4264,
null,3936,playing ,3710,
null,3940,policy office ,692,
null,3945,probably idle ,1249,
null,3946,probably idle ,1312,
null,3948,probably idle ,1313,
null,3950,probably nothing ,1296,
null,3953,probably nothing ,1332,
null,3963,quilter ,280,
null,3966,quilter ,305,
null,3969,quilter ,753,
null,3970,quilter ,1635,
null,3971,quilter ,1654,
null,3979,quilter ,2185,
null,3981,quilter cant tell ,537,
null,3982,rag & bone,2932,
null,3986,rag & bone,2952,
null,3987,rag & bone,2953,
null,3988,rag & bone,2957,
null,3994,rag & bone,3006,
null,4007,rag & bone,3055,
null,4013,rag & bone,3076,
null,4016,rag & bone,3093,
null,4019,rag & bone,3112,
null,4023,rag & bone,3120,
null,4028,rag & bone,3133,
null,4029,rag & bone,3170,
null,4035,rag & bone,3189,
null,4037,rag & bone,3210,
null,4039,rag & bone,3239,
null,4040,rag & bone,3240,
null,4042,rag & bone,3250,
null,4045,rag & bone,3336,
null,4050,rag & bone,3361,
null,4059,rag & bone,3362,
null,4060,rag & bone,3382,
null,4062,rag & bone,3436,
null,4065,rag & bone,3455,
null,4069,rag & bone,3470,
null,4072,rag & bone,3574,
null,4079,rag & bone,3575,
null,4080,rag & bone,3605,
null,4085,rag & bone,3623,
null,4086,rag & bone,3669,
null,4088,rag & bone,3784,
null,4097,rag & bone,3791,
null,4111,rag & bone,3798,
null,4114,rag & bone,3802,
null,4115,rag & bone,3806,
null,4118,rag & bone,3841,
null,4120,rag & bone,3947,
null,4125,rag & bone,3977,
null,4130,rag & bone picker ,3365,
null,4133,rag cut ,3449,
null,4139,rag gather ,919,
null,4142,rag gatherer ,161,
null,4143,rag gatherer ,1284,
null,4144,rag picker ,3141,
null,4146,rag picker ,3200,
null,4148,rag picker ,3375,
null,4157,rag picker ,3421,
null,4159,rag picker ,3567,
null,4160,rag picker ,3636,
null,4168,rag sorter ,353,
null,4186,rag sorter ,946,
null,4187,rag sorter ,1100,
null,4198,rags ,3828,
null,4205,rags ,3962,
null,4213,rags etc ,3342,
null,4222,raise hogs ,3511,
null,4233,rug maker ,394,
null,4237,same ,2608,
null,4248,school teacher ,101,
null,4251,school teacher ,411,
null,4258,school teacher ,864,
null,4265,school teacher ,1518,
null,4266,school teacher ,1801,
null,4271,school teacher ,1970,
null,4273,school teacher ,1995,
null,4277,school teacher ,2196,
null,4278,school teacher ,2265,
null,4279,school teacher ,3693,
null,4281,scourer ,1097,
ornamental painter ,2524,seamstress ,2665,
oyster ,2730,seamstress ,2673,
oyster ,2885,seamstress ,2726,
oyster ,4207,seamstress ,2948,
oyster & eating cellar,2525,seamstress ,2981,
oyster cart ,3766,seamstress ,3043,
oyster dealer ,3799,seamstress ,3067,
oyster house ,329,seamstress ,3151,
oyster house ,591,seamstress ,3218,
oyster house ,765,seamstress ,3285,
oyster house ,1026,seamstress ,3289,
oyster house ,1107,seamstress ,3301,
oyster house ,1356,seamstress ,3411,
oyster house ,1403,seamstress ,3520,
oyster house ,1513,seamstress ,3573,
oyster house ,1555,seamstress ,3584,
oyster house ,1646,seamstress ,3606,
oyster house ,1756,seamstress ,3626,
oyster house ,2007,seamstress ,3684,
oyster peddler ,154,seamstress ,3726,
oyster peddler ,615,seamstress ,3782,
oyster peddler ,763,seamstress ,3817,
oyster peddler ,805,seamstress ,3851,
oyster peddler ,1053,seamstress ,3867,
oyster peddler ,1250,seamstress ,3919,
oyster peddler ,1311,seamstress ,3941,
oyster seller ,3179,sells carpet rags ,3387,
oyster seller ,3299,sells in market ,2592,
oyster seller ,3303,sells pepper pot ,2794,
oyster stand irregular ,537,sells pepper pot ,3638,
oysterman ,1290,sells pepper pot ,4248,
oysterman ,1528,sells sugar cakes ,3810,
oysterman ,1981,sells sugar candies ,3825,
oysterman ,2104,sempstress ,117,
oysterman ,2333,sempstress ,147,
oysterman ,2571,sempstress ,169,
oysterman ,2687,sempstress ,170,
oysterman ,3070,sempstress ,171,
oysterman ,3109,sempstress ,229,
oysterman ,3175,sempstress ,235,
oysterman ,3185,sempstress ,252,
oysterman ,3258,sempstress ,280,
oysterman ,3285,sempstress ,311,
oysterman ,3400,sempstress ,320,
oysterman ,3424,sempstress ,324,
oysterman ,3428,sempstress ,326,
oysterman ,3511,sempstress ,380,
oysterman ,3547,sempstress ,426,
oysterman ,3585,sempstress ,464,
oysterman ,3666,sempstress ,467,
oysterman ,3699,sempstress ,552,
oysterman ,3878,sempstress ,571,
oysterman ,3915,sempstress ,626,
oysterman ,3921,sempstress ,646,
oystrman ,3581,sempstress ,680,
packer ,1737,sempstress ,685,
packer ,2486,sempstress ,694,
painter ,508,sempstress ,743,
painter ,592,sempstress ,754,
painter ,1363,sempstress ,787,
painter ,1436,sempstress ,794,
painter ,1778,sempstress ,808,
painter ,2223,sempstress ,812,
painter ,3065,sempstress ,848,
past doing work ,501,sempstress ,892,
past labor ,850,sempstress ,912,
past labor ,1464,sempstress ,956,
past work ,681,sempstress ,970,
past work ,1481,sempstress ,1026,
paster central presbyterian church ,453,sempstress ,1033,
paster of union bap ch ,2269,sempstress ,1099,
peddler ,558,sempstress ,1104,
peddler of goods ,2573,sempstress ,1114,
perfumery ,3061,sempstress ,1143,
perfumery ,3702,sempstress ,1151,
photographist ,101,sempstress ,1157,
physician ,3251,sempstress ,1159,
picker of rags ,3939,sempstress ,1167,
picks coal ,3978,sempstress ,1199,
plaster ,4031,sempstress ,1235,
plasterer ,961,sempstress ,1278,
plasterer ,2077,sempstress ,1295,
plasterer ,2168,sempstress ,1354,
plasterer ,2541,sempstress ,1376,
plasterer ,2542,sempstress ,1391,
plasterer ,2759,sempstress ,1434,
plasterer ,3278,sempstress ,1445,
plasterer ,3627,sempstress ,1476,
plasterer ,4022,sempstress ,1507,
poeter ,1129,sempstress ,1512,
poeter ,1991,sempstress ,1514,
poeter ,2442,sempstress ,1519,
port ,101,sempstress ,1566,
porter ,30,sempstress ,1578,
porter ,43,sempstress ,1585,
porter ,46,sempstress ,1643,
porter ,55,sempstress ,1666,
porter ,63,sempstress ,1675,
porter ,73,sempstress ,1682,
porter ,85,sempstress ,1683,
porter ,89,sempstress ,1714,
porter ,96,sempstress ,1742,
porter ,116,sempstress ,1765,
porter ,129,sempstress ,1774,
porter ,131,sempstress ,1859,
porter ,132,sempstress ,1865,
porter ,146,sempstress ,1897,
porter ,147,sempstress ,1932,
porter ,148,sempstress ,1951,
porter ,153,sempstress ,2100,
porter ,162,sempstress ,2364,
porter ,163,sempstress ,2412,
porter ,179,sempstress ,2421,
porter ,180,sempstress ,2422,
porter ,181,sempstress ,2425,
porter ,185,sempstress and nurse ,1936,
porter ,209,sempstress dont know ,410,
porter ,219,sempstress irregular ,375,
porter ,220,sempstress uncertain ,546,
porter ,240,sempstress very dull ,542,
porter ,242,sempstress when can get it ,792,
porter ,247,sempstresses ,1063,
porter ,266,sempstresses ,1338,
porter ,288,sempstresses ,1352,
porter ,289,sempstresses ,1501,
porter ,305,sempstresses ,1730,
porter ,306,service ,8,
porter ,317,service ,100,
porter ,339,service ,116,
porter ,354,service ,125,
porter ,378,service ,138,
porter ,384,service ,197,
porter ,387,service ,202,
porter ,390,service ,222,
porter ,393,service ,228,
porter ,398,service ,237,
porter ,421,service ,239,
porter ,422,service ,251,
porter ,425,service ,257,
porter ,428,service ,265,
porter ,448,service ,274,
porter ,462,service ,276,
porter ,477,service ,281,
porter ,489,service ,287,
porter ,492,service ,291,
porter ,503,service ,300,
porter ,509,service ,327,
porter ,515,service ,335,
porter ,527,service ,369,
porter ,542,service ,401,
porter ,553,service ,439,
porter ,556,service ,445,
porter ,560,service ,455,
porter ,573,service ,458,
porter ,577,service ,486,
porter ,601,service ,495,
porter ,626,service ,540,
porter ,630,service ,549,
porter ,631,service ,588,
porter ,632,service ,589,
porter ,635,service ,590,
porter ,636,service ,591,
porter ,637,service ,618,
porter ,645,service ,649,
porter ,653,service ,653,
porter ,658,service ,660,
porter ,668,service ,663,
porter ,698,service ,666,
porter ,719,service ,669,
porter ,721,service ,725,
porter ,724,service ,727,
porter ,729,service ,752,
porter ,740,service ,758,
porter ,748,service ,761,
porter ,757,service ,762,
porter ,769,service ,771,
porter ,773,service ,775,
porter ,791,service ,778,
porter ,807,service ,784,
porter ,809,service ,786,
porter ,814,service ,798,
porter ,819,service ,810,
porter ,846,service ,814,
porter ,856,service ,816,
porter ,867,service ,817,
porter ,900,service ,829,
porter ,911,service ,837,
porter ,926,service ,838,
porter ,943,service ,851,
porter ,960,service ,854,
porter ,968,service ,863,
porter ,986,service ,890,
porter ,1015,service ,894,
porter ,1030,service ,897,
porter ,1049,service ,903,
porter ,1069,service ,920,
porter ,1081,service ,959,
porter ,1097,service ,964,
porter ,1110,service ,978,
porter ,1112,service ,984,
porter ,1124,service ,994,
porter ,1134,service ,999,
porter ,1143,service ,1028,
porter ,1144,service ,1031,
porter ,1151,service ,1043,
porter ,1155,service ,1044,
porter ,1165,service ,1061,
porter ,1242,service ,1065,
porter ,1271,service ,1101,
porter ,1274,service ,1111,
porter ,1287,service ,1119,
porter ,1296,service ,1121,
porter ,1300,service ,1152,
porter ,1311,service ,1153,
porter ,1319,service ,1160,
porter ,1333,service ,1161,
porter ,1352,service ,1162,
porter ,1355,service ,1163,
porter ,1373,service ,1169,
porter ,1376,service ,1171,
porter ,1380,service ,1223,
porter ,1395,service ,1233,
porter ,1396,service ,1323,
porter ,1414,service ,1324,
porter ,1416,service ,1345,
porter ,1427,service ,1346,
porter ,1441,service ,1377,
porter ,1450,service ,1423,
porter ,1457,service ,1435,
porter ,1458,service ,1456,
porter ,1465,service ,1503,
porter ,1466,service ,1504,
porter ,1467,service ,1552,
porter ,1470,service ,1563,
porter ,1474,service ,1716,
porter ,1482,service ,1766,
porter ,1512,service ,1768,
porter ,1515,service ,1882,
porter ,1539,service ,1900,
porter ,1540,service ,1941,
porter ,1548,service ,2629,
porter ,1557,service ,4111,
porter ,1558,service commonly ,586,
porter ,1566,service commonly ,963,
porter ,1573,service generally ,801,
porter ,1581,service when able ,1336,
porter ,1589,service when can get it ,1195,
porter ,1591,sewing ,131,
porter ,1593,sewing ,2546,
porter ,1594,sewing ,2553,
porter ,1608,sewing ,2559,
porter ,1615,sewing ,2614,
porter ,1625,sewing ,2632,
porter ,1626,sewing ,2664,
porter ,1628,sewing ,2690,
porter ,1634,sewing ,2708,
porter ,1639,sewing ,2811,
porter ,1672,sewing ,2986,
porter ,1678,sewing ,3001,
porter ,1706,sewing ,3110,
porter ,1709,sewing ,3124,
porter ,1715,sewing ,3232,
porter ,1721,sewing ,3431,
porter ,1732,sewing ,3532,
porter ,1734,sewing ,3601,
porter ,1751,sewing ,3685,
porter ,1754,sewing ,3707,
porter ,1767,sewing ,3797,
porter ,1769,sewing ,3820,
porter ,1771,sewing ,3870,
porter ,1772,sewing ,3889,
porter ,1781,sewing ,3890,
porter ,1793,sewing ,3996,
porter ,1808,sewing ,4063,
porter ,1818,sewing ,4065,
porter ,1827,sewing ,4078,
porter ,1834,sewing ,4114,
porter ,1839,sewing ,4224,
porter ,1850,sewing ,4251,
porter ,1852,sewing etc ,3213,
porter ,1856,sewing etc ,3653,
porter ,1871,sewing is weakly ,2921,
porter ,1879,sewing not regularly ,3974,
porter ,1883,sewing rags ,31,
porter ,1884,sewing wanted ,4203,
porter ,1885,sewing washing etc ,4105,
porter ,1892,sews cart rags,4273,
porter ,1896,shand clothes ,2935,
porter ,1897,shirt ,1703,
porter ,1905,shirt ,1791,
porter ,1920,shirt ,2111,
porter ,1922,shirt ,2420,
porter ,1927,shirt ,2426,
porter ,1943,shirt & dressmaker,736,
porter ,1965,shirt m ,127,
porter ,1966,shirt m ,687,
porter ,1992,shirt m ,2498,
porter ,2042,shirt maker ,107,
porter ,2046,shirt maker ,245,
porter ,2050,shirt maker ,305,
porter ,2051,shirt maker ,557,
porter ,2064,shirt maker ,861,
porter ,2075,shirt maker ,1526,
porter ,2081,shirt maker ,1670,
porter ,2093,shirt maker ,1704,
porter ,2105,shirt maker ,1705,
porter ,2116,shirt maker ,2113,
porter ,2141,shirt maker ,2153,
porter ,2144,shirt maker ,2191,
porter ,2166,shirt maker ,2197,
porter ,2179,shirt maker ,2298,
porter ,2198,shirt maker ,2333,
porter ,2202,shirt maker ,2382,
porter ,2204,shirt maker ,2448,
porter ,2222,shirt maker ,2495,
porter ,2253,shirt maker ,2587,
porter ,2278,shirt maker ,2782,
porter ,2281,shirt maker ,3145,
porter ,2282,shirt sur ,104,
porter ,2299,shirtm ,330,
porter ,2302,shirtm ,1663,
porter ,2303,shirtm ,1969,
porter ,2307,shirtm ,1994,
porter ,2314,shirtm ,2301,
porter ,2325,shop ,2905,
porter ,2328,shop ,3173,
porter ,2334,shop keeper ,20,
porter ,2358,shop keeper ,407,
porter ,2361,shop keeper ,469,
porter ,2368,shop keeper ,572,
porter ,2369,shop keeper ,667,
porter ,2373,shop keeper ,668,
porter ,2377,shop keeper ,756,
porter ,2379,shop keeper ,759,
porter ,2394,shop keeper ,869,
porter ,2401,shop keeper ,965,
porter ,2421,shop keeper ,974,
porter ,2422,shop keeper ,1095,
porter ,2424,shop keeper ,1106,
porter ,2432,shop keeper ,1315,
porter ,2444,shop keeper ,1582,
porter ,2452,shop keeper ,1603,
porter ,2456,shop keeper ,1645,
porter ,2469,shop keeper ,1661,
porter ,2475,shop keeper ,1782,
porter ,2482,shop keeper ,1784,
porter ,2483,shop keeper ,1796,
porter ,2489,shop keeper ,1958,
porter ,2540,shop keeper ,1978,
porter ,2596,shop keeper ,2002,
porter ,2614,shop keeper ,2317,
porter ,2638,shop keeper ,3370,
porter ,2713,shop keeper ,3801,
porter ,2748,shop keeper ,3813,
porter ,2868,sick ,2933,
porter ,2883,sick ,3540,
porter ,2898,small shop ,3916,
porter ,2955,snuff milling ,4141,
porter ,2995,sometimes ,257,
porter ,3016,sorting rags ,4112,
porter ,3017,sorts rags,3403,
porter ,3023,sorts rags,3848,
porter ,3031,stand in market ,2541,
porter ,3068,stewardess ,208,
porter ,3080,stewardess ,1520,
porter ,3085,tailoress ,82,
porter ,3090,tailoress ,210,
porter ,3104,tailoress ,329,
porter ,3110,tailoress ,736,
porter ,3144,tailoress ,865,
porter ,3178,tailoress ,962,
porter ,3184,tailoress ,1681,
porter ,3216,tailoress ,1723,
porter ,3223,tailoress ,1848,
porter ,3236,tailoress ,1907,
porter ,3237,tailoress ,1948,
porter ,3243,tailoress ,2039,
porter ,3246,tailoress ,2096,
porter ,3252,tailoress ,2101,
porter ,3267,tailoress ,2299,
porter ,3268,tailoress ,2407,
porter ,3270,tailoress ,2457,
porter ,3277,tailoress ,2886,
porter ,3300,tailoress when able ,1042,
porter ,3335,tailoresses shirt ,2073,
porter ,3345,takes care of mother ,4124,
porter ,3351,takes children to board ,3017,
porter ,3377,teacher ,127,
porter ,3378,teacher ,2446,
porter ,3393,teacher & dressmaker,796,
porter ,3401,teaches the guitar ,3787,
porter ,3447,this woman plays the fiddle etc ,3378,
porter ,3463,traveling preacher ,2186,
porter ,3464,unemployed ,2509,
porter ,3487,unemployed ,2521,
porter ,3502,unemployed ,2545,
porter ,3518,unemployed ,2551,
porter ,3524,unemployed ,2620,
porter ,3526,unemployed ,2661,
porter ,3562,unemployed ,2709,
porter ,3568,unemployed ,2711,
porter ,3587,unemployed ,2729,
porter ,3704,unemployed ,2757,
porter ,3707,unemployed ,2767,
porter ,3725,unemployed ,2826,
porter ,3745,unemployed ,2834,
porter ,3771,unemployed ,2838,
porter ,3821,unemployed ,2853,
porter ,3824,unemployed ,3123,
porter ,3861,unemployed ,3130,
porter ,3900,unemployed ,3282,
porter ,3901,unemployed ,3465,
porter ,3910,unemployed ,3490,
porter ,3949,unemployed ,3515,
porter ,3996,unemployed ,3543,
porter ,4055,unemployed ,3612,
porter ,4106,unemployed ,3614,
porter ,4153,unemployed ,3811,
porter ,4164,unemployed ,3862,
porter ,4167,unemployed house work at home ,3039,
porter ,4175,unemployed house work at home ,3082,
porter ,4179,unemployed house work at home ,3262,
porter ,4192,unemployed sick ,3721,
porter ,4218,upholster ,2233,
porter ,4230,upholsteress ,302,
porter but little ,395,various ,185,
porter cant tell ,629,various ,227,
porter cant tell ,672,various ,527,
porter cant tell ,682,various ,548,
porter cant tell ,713,various ,609,
porter dont know ,701,various ,931,
porter dull moro ,711,various ,941,
porter house ,724,various ,972,
porter house ,2818,various ,1212,
porter in store ,2647,various ,1275,
porter in store ,2656,various ,1279,
porter in store ,2790,various ,1294,
porter in store ,2792,various ,1309,
porter in store ,2814,various ,1379,
porter in store ,2969,various ,1452,
porter in store ,3025,various ,2271,
porter in store ,3039,various so little ,528,
porter in store ,3057,very little afflicted ,1468,
porter in store ,3074,w ,3598,
porter in store ,3082,w washer ,92,
porter in store ,3116,w washer ,114,
porter in store ,3128,w washer ,1415,
porter in store ,3129,w washer ,1489,
porter in store ,3157,w washer ,1946,
porter in store ,3201,w washer ,2084,
porter in store ,3207,w washer ,2089,
porter in store ,3290,w washer when able ,1488,
porter in store ,3313,waiter ,1839,
porter in store ,3317,wants sewing ,4134,
porter in store ,3326,wants washing ,4047,
porter in store ,3354,wants washing ,4084,
porter in store ,3357,wants washing ,4126,
porter in store ,3412,wants washing ,4165,
porter in store ,3425,wants washing ,4167,
porter in store ,3458,wants work ,2747,
porter in store ,3486,wants work ,2798,
porter in store ,3537,wants work ,3952,
porter in store ,3579,wants work ,4017,
porter in store ,3597,wants work ,4216,
porter in store ,3615,wants work ,4245,
porter in store ,3657,wants work washing ,3138,
porter in store ,3679,wants work washing ,3278,
porter in store ,3696,wash ,82,
porter in store ,3737,wash ,2578,
porter in store ,3758,wash ,2619,
porter in store ,3778,wash ,2657,
porter in store ,3780,wash ,2739,
porter in store ,3836,wash ,4012,
porter in store ,3844,wash ,4013,
porter in store ,3922,wash ,4015,
porter in store ,3925,wash ,4027,
porter in store ,3974,wash ,4031,
porter in store ,4006,wash ,4034,
porter in store ,4041,wash ,4036,
porter irregular ,255,wash ,4038,
porter irregular ,480,wash ,4039,
porter irregular ,490,wash ,4042,
porter irregular ,595,wash ,4044,
porter irregular ,603,wash ,4050,
porter not much ,594,wash ,4052,
porter sometimes ,376,wash ,4057,
porter very dull ,430,wash ,4061,
porter very little ,704,wash ,4073,
porter very little drives coal cart ,379,wash ,4074,
porter very little now ,491,wash ,4078,
potter ,2526,wash ,4081,
preacher ,3113,wash ,4092,
preacher ,3232,wash ,4099,
preacher ,3312,wash ,4107,
preacher ,3471,wash ,4117,
preacheress ,3476,wash ,4121,
private teacher ,692,wash ,4128,
private teacher ,1355,wash ,4135,
private watchman ,1000,wash ,4137,
pub waiter ,2220,wash ,4138,
public porter ,2514,wash ,4152,
public porter ,2563,wash ,4153,
public porter ,2569,wash ,4154,
public porter ,2644,wash ,4158,
public porter ,2697,wash ,4159,
public porter ,2774,wash ,4160,
public porter ,2812,wash ,4172,
public porter ,2813,wash ,4176,
public porter ,2851,wash ,4180,
public porter ,2929,wash ,4183,
public porter ,3003,wash ,4184,
public porter ,3051,wash ,4185,
public porter ,3413,wash ,4186,
public porter ,3414,wash ,4190,
public porter ,3690,wash ,4201,
public porter ,3712,wash ,4210,
public porter ,3967,wash ,4211,
public porter ,3975,wash ,4214,
public porter ,4002,wash ,4227,
public porter ,4232,wash ,4230,
public school teacher ,4145,wash ,4238,
public waiter ,918,wash ,4241,
public waiter ,988,wash ,4243,
public waiter ,1009,wash ,4244,
public waiter ,1936,wash ,4247,
public waiter ,1981,wash ,4250,
public waiter ,2007,wash ,4253,
public waiter ,2015,wash ,4261,
public waiter ,2030,wash ,4263,
public waiter ,2408,wash ,4268,
public waiter ,2749,wash ,4275,
public waiter ,2878,wash ,4276,
public waiter ,2931,wash ,4277,
public waiter ,2951,wash & c ,4060,
public waiter ,2974,wash cooking & c ,4058,
public waiter ,3078,wash when can get it ,514,
public waiter ,3081,washer ,0,
public waiter ,3104,washer ,1,
public waiter ,3195,washer ,2,
public waiter ,3196,washer ,6,
public waiter ,3208,washer ,12,
public waiter ,3253,washer ,13,
public waiter ,3397,washer ,14,
public waiter ,3423,washer ,15,
public waiter ,3520,washer ,16,
public waiter ,3680,washer ,17,
public waiter ,3684,washer ,19,
public waiter ,3860,washer ,21,
public waiter ,3876,washer ,25,
public waiter ,3890,washer ,26,
public waiter ,3941,washer ,32,
puts in coal ,363,washer ,33,
puts in coal ,1178,washer ,35,
puts in coal ,1361,washer ,36,
puts in coal ,1473,washer ,37,
puts in coal ,1967,washer ,42,
puts in coal ,2203,washer ,43,
puts in coal ,2835,washer ,44,
puts in coal ,4262,washer ,45,
puts in coal when able ,1246,washer ,48,
putting in coal ,644,washer ,53,
putting in coal ,1434,washer ,55,
putting in coal ,1692,washer ,62,
putting in coal irregular ,340,washer ,64,
putting in coal irregular cant tell ,254,washer ,67,
rag & bone,2907,washer ,71,
rag & bone,2933,washer ,83,
rag & bone,2952,washer ,85,
rag & bone,2957,washer ,86,
rag & bone,2996,washer ,87,
rag & bone,3006,washer ,91,
rag & bone,3013,washer ,94,
rag & bone,3030,washer ,95,
rag & bone,3076,washer ,106,
rag & bone,3093,washer ,115,
rag & bone,3112,washer ,120,
rag & bone,3120,washer ,131,
rag & bone,3141,washer ,134,
rag & bone,3147,washer ,137,
rag & bone,3189,washer ,142,
rag & bone,3239,washer ,146,
rag & bone,3240,washer ,148,
rag & bone,3254,washer ,149,
rag & bone,3307,washer ,150,
rag & bone,3361,washer ,151,
rag & bone,3362,washer ,152,
rag & bone,3379,washer ,157,
rag & bone,3455,washer ,159,
rag & bone,3470,washer ,165,
rag & bone,3545,washer ,166,
rag & bone,3574,washer ,167,
rag & bone,3575,washer ,175,
rag & bone,3603,washer ,178,
rag & bone,3605,washer ,180,
rag & bone,3623,washer ,181,
rag & bone,3689,washer ,182,
rag & bone,3791,washer ,187,
rag & bone,3802,washer ,188,
rag & bone,3806,washer ,189,
rag & bone,3841,washer ,190,
rag & bone,4004,washer ,193,
rag & bone etc ,3170,washer ,194,
rag & bone etc ,3436,washer ,198,
rag & bone etc ,3784,washer ,199,
rag & bone gatherer,3938,washer ,205,
rag dealer ,442,washer ,206,
rag dealer ,443,washer ,211,
rag dealer ,654,washer ,215,
rag dealer ,1322,washer ,216,
rag dealer cant tell ,609,washer ,217,
rag gatherer ,348,washer ,220,
rag picker ,2881,washer ,221,
rag picker ,3060,washer ,224,
rag picker ,3324,washer ,225,
rag picker ,3387,washer ,226,
rag picker ,3636,washer ,229,
raises hogs ,1439,washer ,230,
raises hogs ,3049,washer ,231,
raises hogs ,3593,washer ,232,
raises hogs ,4102,washer ,234,
rases flags ,2608,washer ,236,
rather worthless ,4082,washer ,238,
recter of st thomass ch ,2498,washer ,247,
refectory ,2251,washer ,248,
refectory ,3773,washer ,260,
refectory ,3896,washer ,264,
refectory ,3968,washer ,266,
s washer ,1776,washer ,267,
sadler ,757,washer ,269,
sail ,789,washer ,270,
sail maker ,172,washer ,271,
sail maker ,1179,washer ,272,
sail maker ,1264,washer ,275,
sail maker ,1607,washer ,283,
sail maker ,2879,washer ,285,
sail maker ,3102,washer ,288,
sail maker ,3117,washer ,289,
sail maker ,3902,washer ,292,
sailmaker ,1616,washer ,293,
sailor ,2657,washer ,295,
sailor ,2891,washer ,296,
sailor ,2970,washer ,301,
sailor ,2991,washer ,304,
sailor ,3260,washer ,307,
sailor ,3279,washer ,308,
sailor ,3345,washer ,309,
sailor ,3356,washer ,313,
sailor ,3787,washer ,314,
sailor ,3811,washer ,316,
sailor ,3952,washer ,317,
sailor ,4099,washer ,318,
sailor ,4135,washer ,326,
salt & grain carrier,1327,washer ,329,
salt carrier ,619,washer ,331,
salt carrier ,3191,washer ,333,
salt carrier irregular ,616,washer ,362,
saw mill ,4150,washer ,371,
sawyer ,2516,washer ,373,
say nothing when boat stops running ,251,washer ,382,
school teacher ,419,washer ,384,
school teacher ,533,washer ,385,
school teacher ,796,washer ,396,
school teacher ,1787,washer ,409,
school teacher ,2450,washer ,415,
school teacher ,2950,washer ,417,
scourer ,988,washer ,418,
scourer ,1518,washer ,419,
scourer ,2101,washer ,420,
sea captain,135,washer ,425,
seaman ,8,washer ,440,
seaman ,15,washer ,444,
seaman ,26,washer ,449,
seaman ,28,washer ,450,
seaman ,69,washer ,453,
seaman ,115,washer ,477,
seaman ,117,washer ,478,
seaman ,150,washer ,482,
seaman ,171,washer ,498,
seaman ,195,washer ,534,
seaman ,207,washer ,538,
seaman ,229,washer ,544,
seaman ,236,washer ,545,
seaman ,253,washer ,567,
seaman ,263,washer ,570,
seaman ,299,washer ,576,
seaman ,347,washer ,580,
seaman ,409,washer ,587,
seaman ,415,washer ,597,
seaman ,426,washer ,598,
seaman ,432,washer ,599,
seaman ,455,washer ,600,
seaman ,478,washer ,604,
seaman ,493,washer ,606,
seaman ,499,washer ,613,
seaman ,506,washer ,616,
seaman ,518,washer ,620,
seaman ,524,washer ,627,
seaman ,535,washer ,631,
seaman ,551,washer ,641,
seaman ,552,washer ,642,
seaman ,560,washer ,643,
seaman ,567,washer ,645,
seaman ,623,washer ,675,
seaman ,638,washer ,676,
seaman ,663,washer ,684,
seaman ,677,washer ,688,
seaman ,680,washer ,694,
seaman ,710,washer ,695,
seaman ,716,washer ,707,
seaman ,722,washer ,709,
seaman ,725,washer ,712,
seaman ,775,washer ,722,
seaman ,792,washer ,731,
seaman ,799,washer ,732,
seaman ,804,washer ,734,
seaman ,818,washer ,739,
seaman ,824,washer ,742,
seaman ,837,washer ,745,
seaman ,838,washer ,753,
seaman ,875,washer ,754,
seaman ,877,washer ,765,
seaman ,888,washer ,772,
seaman ,895,washer ,773,
seaman ,912,washer ,781,
seaman ,916,washer ,782,
seaman ,923,washer ,785,
seaman ,991,washer ,797,
seaman ,1000,washer ,799,
seaman ,1024,washer ,803,
seaman ,1032,washer ,804,
seaman ,1047,washer ,805,
seaman ,1066,washer ,807,
seaman ,1067,washer ,809,
seaman ,1070,washer ,811,
seaman ,1071,washer ,813,
seaman ,1098,washer ,823,
seaman ,1120,washer ,826,
seaman ,1135,washer ,830,
seaman ,1164,washer ,831,
seaman ,1168,washer ,832,
seaman ,1182,washer ,833,
seaman ,1185,washer ,834,
