ID,Males intemperate,Females intemperate,Can read,Can write,Born slaves,Bought freedom,Attend religious meetings,Not attend religious meetings,Belong to temperance societies,Source
3183,,,2,2,,,3,,1,Southwark and Moyamensing
3184,,,2,,,,2,,,Southwark and Moyamensing
3185,,,,1,,,2,,,Southwark and Moyamensing
3186,,,,,,,2,4,,Southwark and Moyamensing
3187,,,,2,,,1,,,Southwark and Moyamensing
3188,,,1,,,,2,,,Southwark and Moyamensing
3189,1,1,,,,,,2,,Southwark and Moyamensing
3190,,,,6,,,1,,,Southwark and Moyamensing
3191,,,2,,,,1,1,,Southwark and Moyamensing
3192,,,3,2,,,2,,,Southwark and Moyamensing
3193,,,,1,,,2,,,Southwark and Moyamensing
3194,,,6,,,,2,,,Southwark and Moyamensing
3195,,,4,2,,,3,,,Southwark and Moyamensing
3196,,,,2,,,2,,,Southwark and Moyamensing
3197,,,2,,,,1,1,,Southwark and Moyamensing
3198,,,,,,,2,,,Southwark and Moyamensing
3199,,,,,,,,2,,Southwark and Moyamensing
3200,,,,,,,,2,,Southwark and Moyamensing
3201,,,5,,,,2,,,Southwark and Moyamensing
3202,,,1,,,,,2,,Southwark and Moyamensing
3203,,,,2,,,2,,,Southwark and Moyamensing
3204,2,,1,,,,,2,,Southwark and Moyamensing
3205,,,,4,,,4,,,Southwark and Moyamensing
3206,,,,2,1,,2,,,Southwark and Moyamensing
3207,,,2,,,,2,,2,Southwark and Moyamensing
3208,,,,2,,,2,,,Southwark and Moyamensing
3209,,,1,,,,2,,,Southwark and Moyamensing
3210,,,,,,,,1,,Southwark and Moyamensing
3211,,,,1,,,,1,1,Southwark and Moyamensing
3212,,,5,1,,,6,,,Southwark and Moyamensing
3213,,,,,1,1,2,,,Southwark and Moyamensing
3214,,,2,,,,,,,Southwark and Moyamensing
3215,,,3,2,,,2,,,Southwark and Moyamensing
3216,,,2,1,,,2,,,Southwark and Moyamensing
3217,,,,,,,2,,,Southwark and Moyamensing
3218,,,1,,,,2,,,Southwark and Moyamensing
3219,,,2,1,,,2,,,Southwark and Moyamensing
3220,,,,2,,,2,,,Southwark and Moyamensing
3221,,,,2,,,2,,,Southwark and Moyamensing
3222,,,1,1,,,1,1,1,Southwark and Moyamensing
3223,,,1,,,,1,1,,Southwark and Moyamensing
3224,,,,,,,1,1,,Southwark and Moyamensing
3225,,,1,1,,,3,,,Southwark and Moyamensing
3226,,,,1,,,,3,,Southwark and Moyamensing
3227,,,,,,,,1,,Southwark and Moyamensing
3228,,,3,1,,,2,,,Southwark and Moyamensing
3229,,,,1,,,2,,1,Southwark and Moyamensing
3230,,,2,1,,,1,,,Southwark and Moyamensing
3231,,,2,,,,2,,,Southwark and Moyamensing
3232,,,5,2,,,2,2,1,Southwark and Moyamensing
3233,,,1,,,,,,,Southwark and Moyamensing
3234,,,3,2,,,3,,,Southwark and Moyamensing
3235,,,1,,,,,,,Southwark and Moyamensing
3236,,,2,,,,2,,,Southwark and Moyamensing
3237,1,,,,,,1,1,,Southwark and Moyamensing
3238,3,,,,,,,3,,Southwark and Moyamensing
3239,1,,,,,,,2,,Southwark and Moyamensing
3240,1,1,,,,,,2,,Southwark and Moyamensing
3241,,,,2,,,2,,,Southwark and Moyamensing
3242,1,,,,,,,2,,Southwark and Moyamensing
3243,,,,1,,,1,,,Southwark and Moyamensing
3244,,,,1,,,2,,,Southwark and Moyamensing
3245,,,5,1,,,2,,,Southwark and Moyamensing
3246,,,2,1,,,2,,,Southwark and Moyamensing
3247,,1,,,,,1,1,,Southwark and Moyamensing
3248,,,3,2,,,3,,,Southwark and Moyamensing
3249,,,1,,,,1,,,Southwark and Moyamensing
3250,,,,,,,,2,,Southwark and Moyamensing
3251,,,,2,,,2,,,Southwark and Moyamensing
3252,,,,,,,,,,Southwark and Moyamensing
3253,,,4,3,,,2,,,Southwark and Moyamensing
3254,,,1,,,,,2,,Southwark and Moyamensing
3255,,,1,,,,1,2,,Southwark and Moyamensing
3256,,,,2,,,2,,,Southwark and Moyamensing
3257,,,,,,,,3,,Southwark and Moyamensing
3258,,,,1,,,2,,,Southwark and Moyamensing
3259,,,,4,,,2,,,Southwark and Moyamensing
3260,,,4,2,2,,3,3,,Southwark and Moyamensing
3261,,,2,,,,,3,,Southwark and Moyamensing
3262,,,,2,,,1,1,,Southwark and Moyamensing
3263,,,2,1,,,2,,,Southwark and Moyamensing
3264,,,,,,,1,,,Southwark and Moyamensing
3265,,,,1,,,1,1,,Southwark and Moyamensing
3266,1,,,1,,,1,1,,Southwark and Moyamensing
3267,,,,1,,,1,1,,Southwark and Moyamensing
3268,,,,1,,,,2,,Southwark and Moyamensing
3269,,,,,,,2,,,Southwark and Moyamensing
3270,,,1,2,,,2,,,Southwark and Moyamensing
3271,,,,1,,,2,,,Southwark and Moyamensing
3272,,,,1,,,2,,,Southwark and Moyamensing
3273,,,2,,1,,3,,,Southwark and Moyamensing
3274,,,,1,,,,2,,Southwark and Moyamensing
3275,,,,,,,,3,,Southwark and Moyamensing
3276,,,,,,,,2,,Southwark and Moyamensing
3277,,,,3,,,2,1,,Southwark and Moyamensing
3278,,,2,,1,,2,,,Southwark and Moyamensing
3279,,,,2,,,,1,,Southwark and Moyamensing
3280,,,2,,,,1,2,2,Southwark and Moyamensing
3281,,,3,,,,2,,,Southwark and Moyamensing
3282,,2,,,,,,3,,Southwark and Moyamensing
3283,,,,5,,,2,,,Southwark and Moyamensing
3284,,,,,,,2,,,Southwark and Moyamensing
3285,,,5,2,,,2,,,Southwark and Moyamensing
3286,,,,3,,,,,,Southwark and Moyamensing
3287,,,1,,,,2,,,Southwark and Moyamensing
3288,1,,,,,,,2,1,Southwark and Moyamensing
3289,,,,3,,,2,,,Southwark and Moyamensing
3290,,,,,2,1,2,,1,Southwark and Moyamensing
3291,,,,1,,,1,3,,Southwark and Moyamensing
3292,,,,,,,2,,,Southwark and Moyamensing
3293,,,,,,,1,,,Southwark and Moyamensing
3294,,,,4,,,4,,,Southwark and Moyamensing
3295,,,,1,,,3,,,Southwark and Moyamensing
3296,,,,,,,1,,,Southwark and Moyamensing
3297,,,4,3,,,2,,,Southwark and Moyamensing
3298,,,2,1,,,2,,,Southwark and Moyamensing
3299,,,4,3,,,,3,2,Southwark and Moyamensing
3300,,,,1,,,2,,,Southwark and Moyamensing
3301,,,,,,,,,,Southwark and Moyamensing
3302,,,2,,,,2,,,Southwark and Moyamensing
3303,,,,3,,,3,,,Southwark and Moyamensing
3304,,,,,,,,,,Southwark and Moyamensing
3305,,,,2,,,2,,,Southwark and Moyamensing
3306,,,1,,1,1,3,,,Southwark and Moyamensing
3307,2,,,,,,,2,,Southwark and Moyamensing
3308,,,,1,,,,,,Southwark and Moyamensing
3309,,,,2,,,2,,,Southwark and Moyamensing
3310,,,2,,,,2,,,Southwark and Moyamensing
3311,,,,1,,,2,,,Southwark and Moyamensing
3312,,,7,2,,,5,,2,Southwark and Moyamensing
3313,,,,2,,,,,,Southwark and Moyamensing
3314,,,1,,,,2,,,Southwark and Moyamensing
3315,,,,2,,,3,,1,Southwark and Moyamensing
3316,,,5,4,,,5,,1,Southwark and Moyamensing
3317,,,,1,,,2,,1,Southwark and Moyamensing
3318,,,,,1,,2,,,Southwark and Moyamensing
3319,,,,3,1,,2,,,Southwark and Moyamensing
3320,,,,,,,4,,,Southwark and Moyamensing
3321,,,1,,,,1,1,,Southwark and Moyamensing
3322,,,4,2,,,2,,,Southwark and Moyamensing
3323,,,2,1,,,2,,,Southwark and Moyamensing
3324,,,,,,,,2,,Southwark and Moyamensing
3325,,,,4,,,4,,,Southwark and Moyamensing
3326,,,2,1,,,2,,,Southwark and Moyamensing
3327,,,,1,,,2,,,Southwark and Moyamensing
3328,,,2,,,,,2,,Southwark and Moyamensing
3329,,,1,1,,,,,,Southwark and Moyamensing
3330,,,,,,,,2,,Southwark and Moyamensing
3331,,,2,1,,,2,,,Southwark and Moyamensing
3332,,,,1,,,3,2,,Southwark and Moyamensing
3333,,,,6,1,,4,,1,Southwark and Moyamensing
3334,,,,1,1,,1,,,Southwark and Moyamensing
3335,,,2,,,,2,,,Southwark and Moyamensing
3336,,,1,,,,,2,,Southwark and Moyamensing
3337,,,1,,,,,,,Southwark and Moyamensing
3338,,,,,,,,2,,Southwark and Moyamensing
3339,,,,1,,,2,1,,Southwark and Moyamensing
3340,,,,,,,,,,Southwark and Moyamensing
3341,,,1,,,,1,1,,Southwark and Moyamensing
3342,,,,,,,,2,,Southwark and Moyamensing
3343,,,,,,,,,,Southwark and Moyamensing
3344,,,1,2,,,2,,,Southwark and Moyamensing
3345,,,3,2,1,,2,,,Southwark and Moyamensing
3346,,,3,1,,,2,1,,Southwark and Moyamensing
3347,,,,4,,,2,,,Southwark and Moyamensing
3348,,,3,2,,,2,,2,Southwark and Moyamensing
3349,,,1,,1,,3,,,Southwark and Moyamensing
3350,,,,2,,,2,,,Southwark and Moyamensing
3351,,,,4,,,2,,,Southwark and Moyamensing
3352,,,,,,,2,,,Southwark and Moyamensing
3353,,,,1,,,2,,,Southwark and Moyamensing
3354,,,,4,,,1,2,,Southwark and Moyamensing
3355,,,2,,,,2,,,Southwark and Moyamensing
3356,,,5,1,1,1,2,,,Southwark and Moyamensing
3357,,,,1,,,2,,,Southwark and Moyamensing
3358,,,2,1,,,2,,,Southwark and Moyamensing
3359,,,1,,,,1,1,,Southwark and Moyamensing
3360,,,1,,,,2,,,Southwark and Moyamensing
3361,,,,,,,,3,,Southwark and Moyamensing
3362,,,,1,,,,2,,Southwark and Moyamensing
3363,,,,1,,,,2,1,Southwark and Moyamensing
3364,,,,,,,3,,,Southwark and Moyamensing
3365,,,,,,,,2,,Southwark and Moyamensing
3366,1,,1,,,,,2,,Southwark and Moyamensing
3367,,,2,1,,,2,,,Southwark and Moyamensing
3368,,,1,,,,2,,,Southwark and Moyamensing
3369,,,,1,,,2,,,Southwark and Moyamensing
3370,,,4,2,,,,,,Southwark and Moyamensing
3371,,,2,,,,,,,Southwark and Moyamensing
3372,,,,,,,1,,,Southwark and Moyamensing
3373,,,3,2,,,1,1,1,Southwark and Moyamensing
3374,,,,,,,2,,,Southwark and Moyamensing
3375,,,1,,,,,3,,Southwark and Moyamensing
3376,,,,,,,,1,,Southwark and Moyamensing
3377,,,,5,,,2,3,,Southwark and Moyamensing
3378,,,1,,,,,3,,Southwark and Moyamensing
3379,,1,,,,,,4,,Southwark and Moyamensing
3380,,,,1,,,2,,,Southwark and Moyamensing
3381,,,2,,,,2,,1,Southwark and Moyamensing
3382,,,,,,,,2,,Southwark and Moyamensing
3383,,,,,,,2,,,Southwark and Moyamensing
3384,,,1,,,,,1,,Southwark and Moyamensing
3385,,,4,3,1,1,,,,Southwark and Moyamensing
3386,,,2,1,,,,4,,Southwark and Moyamensing
3387,1,1,,,,,2,,,Southwark and Moyamensing
3388,,,,3,,,4,,,Southwark and Moyamensing
3389,,,,2,,,2,,1,Southwark and Moyamensing
3390,,,,,,,,,,Southwark and Moyamensing
3391,,,3,1,,,2,,,Southwark and Moyamensing
3392,,,2,1,,,2,,,Southwark and Moyamensing
3393,,,,1,,,1,1,,Southwark and Moyamensing
3394,,,,,,,,2,,Southwark and Moyamensing
3395,,,,3,,,3,,,Southwark and Moyamensing
3396,,,,,,,2,,,Southwark and Moyamensing
3397,,,,1,,,2,,,Southwark and Moyamensing
3398,,,1,,2,,2,,,Southwark and Moyamensing
3399,,,1,,,,1,,,Southwark and Moyamensing
3400,,,,,,,2,,,Southwark and Moyamensing
3401,,,1,6,,,2,,,Southwark and Moyamensing
3402,,,,,,,2,,,Southwark and Moyamensing
3403,,,,,,,1,1,,Southwark and Moyamensing
3404,,,3,,,,3,,1,Southwark and Moyamensing
3405,,,,1,,,,2,,Southwark and Moyamensing
3406,,,7,6,,,3,5,,Southwark and Moyamensing
3407,,,,3,,,1,,,Southwark and Moyamensing
3408,,,2,,,,2,,,Southwark and Moyamensing
3409,1,,,1,,,,3,,Southwark and Moyamensing
3410,,,,1,,,1,1,,Southwark and Moyamensing
3411,,,4,1,,,6,,,Southwark and Moyamensing
3412,,,1,,,,1,,,Southwark and Moyamensing
3413,,,4,,,,2,,,Southwark and Moyamensing
3414,,1,1,,,,,4,,Southwark and Moyamensing
3415,,,,2,,,2,2,,Southwark and Moyamensing
3416,,,1,,,,2,1,,Southwark and Moyamensing
3417,,,1,,,,1,,,Southwark and Moyamensing
3418,,,,,,,1,1,,Southwark and Moyamensing
3419,,,1,,,,2,,,Southwark and Moyamensing
3420,,1,1,,,,,2,,Southwark and Moyamensing
3421,,,,,,,,2,,Southwark and Moyamensing
3422,,,,,,,3,,,Southwark and Moyamensing
3423,,,,6,,,2,,,Southwark and Moyamensing
3424,,,,6,,,2,,,Southwark and Moyamensing
3425,,,4,3,,,,,,Southwark and Moyamensing
3426,,,,,,,1,,,Southwark and Moyamensing
3427,,,,2,,,3,,,Southwark and Moyamensing
3428,1,,3,1,,,2,,,Southwark and Moyamensing
3429,,,,,,,2,1,1,Southwark and Moyamensing
3430,,,4,2,,,4,,,Southwark and Moyamensing
3431,,,,1,,,2,,,Southwark and Moyamensing
3432,,,,1,,,3,,1,Southwark and Moyamensing
3433,1,1,,1,,,,2,,Southwark and Moyamensing
3434,,,1,,,,1,,,Southwark and Moyamensing
3435,,,,3,,,3,,1,Southwark and Moyamensing
3436,,,,,,,,4,,Southwark and Moyamensing
3437,,,1,,,,2,,,Southwark and Moyamensing
3438,,,,1,,,2,,,Southwark and Moyamensing
3439,,,2,1,,,3,,,Southwark and Moyamensing
3440,,,,,,,,2,,Southwark and Moyamensing
3441,,,1,,,,2,1,,Southwark and Moyamensing
3442,,,,,,,1,1,,Southwark and Moyamensing
3443,,,,6,,,6,,1,Southwark and Moyamensing
3444,,,,,1,,,,,Southwark and Moyamensing
3445,,,2,,,,3,,,Southwark and Moyamensing
3446,,,1,2,,,2,,,Southwark and Moyamensing
3447,,,1,,,,,2,,Southwark and Moyamensing
3448,,,,3,,,3,,,Southwark and Moyamensing
3449,,,2,1,,,4,,1,Southwark and Moyamensing
3450,,,,1,,,3,,,Southwark and Moyamensing
3451,,,,2,,,1,1,,Southwark and Moyamensing
3452,,,1,,,,1,,,Southwark and Moyamensing
3453,,,,1,,,2,,,Southwark and Moyamensing
3454,,,2,,,,1,,,Southwark and Moyamensing
3455,,,,,,,,3,,Southwark and Moyamensing
3456,,,2,1,,,4,,,Southwark and Moyamensing
3457,,,,,,,,2,,Southwark and Moyamensing
3458,,,,1,,,3,,,Southwark and Moyamensing
3459,,,,,,,1,2,,Southwark and Moyamensing
3460,,,1,,,,2,,,Southwark and Moyamensing
3461,,,,,,,2,,,Southwark and Moyamensing
3462,,,1,,,,2,,,Southwark and Moyamensing
3463,,,2,1,,,2,,,Southwark and Moyamensing
3464,,,,,,,1,1,,Southwark and Moyamensing
3465,,2,,1,,,,2,,Southwark and Moyamensing
3466,,,1,,,,,,,Southwark and Moyamensing
3467,,,3,2,,,4,,1,Southwark and Moyamensing
3468,,,,3,,,3,,,Southwark and Moyamensing
3469,,,,1,,,2,,,Southwark and Moyamensing
3470,,,,,,,,2,,Southwark and Moyamensing
3471,,,1,1,,,2,,,Southwark and Moyamensing
3472,,,,1,3,3,,,,Southwark and Moyamensing
3473,,,1,,,,1,1,,Southwark and Moyamensing
3474,,,1,1,,,1,1,,Southwark and Moyamensing
3475,,,,,2,,,,,Southwark and Moyamensing
3476,,,,1,,,2,,,Southwark and Moyamensing
3477,,,2,1,1,,1,1,,Southwark and Moyamensing
3478,,,,,,,2,,,Southwark and Moyamensing
3479,,,,5,,,2,,,Southwark and Moyamensing
3480,,,,1,,,2,,,Southwark and Moyamensing
3481,,,,,,,1,,,Southwark and Moyamensing
3482,,,,,,,1,,,Southwark and Moyamensing
3483,,,,2,,,1,1,,Southwark and Moyamensing
3484,,,4,3,,,4,,1,Southwark and Moyamensing
3485,,,,1,,,2,,1,Southwark and Moyamensing
3486,,,,4,,,4,,,Southwark and Moyamensing
3487,,,,2,,,2,,,Southwark and Moyamensing
3488,,,,,1,,3,,2,Southwark and Moyamensing
3489,,,2,1,,,2,,,Southwark and Moyamensing
3490,,,1,,,,,,,Southwark and Moyamensing
3491,,,,,,,,1,,Southwark and Moyamensing
3492,,,1,1,,,2,,,Southwark and Moyamensing
3493,,,,1,,,2,,,Southwark and Moyamensing
3494,,,,,,,2,,,Southwark and Moyamensing
3495,,,1,,1,1,1,,,Southwark and Moyamensing
3496,,,,,,,2,,,Southwark and Moyamensing
3497,,,2,,,,3,,1,Southwark and Moyamensing
3498,,,7,6,,,2,,2,Southwark and Moyamensing
3499,,,,1,1,1,1,1,,Southwark and Moyamensing
3500,,,,,,,4,,,Southwark and Moyamensing
3501,,,,,,,2,,,Southwark and Moyamensing
3502,,,,2,,,,,,Southwark and Moyamensing
3503,,,,4,,,2,,,Southwark and Moyamensing
3504,,,,,,,2,,,Southwark and Moyamensing
3505,,,1,,,,1,1,,Southwark and Moyamensing
3506,,,1,1,,,1,,,Southwark and Moyamensing
3507,,,1,,,,1,,,Southwark and Moyamensing
3508,,,,,,,,2,2,Southwark and Moyamensing
3509,,,,,,,,3,,Southwark and Moyamensing
3510,,,,,,,2,,,Southwark and Moyamensing
3511,,,,1,,,3,1,,Southwark and Moyamensing
3512,,,1,,,,,,,Southwark and Moyamensing
3513,,,,1,,,2,,,Southwark and Moyamensing
3514,1,1,,,,,,4,,Southwark and Moyamensing
3515,,,,,,,2,1,,Southwark and Moyamensing
3516,,,1,,,,,2,,Southwark and Moyamensing
3517,,,,1,,,2,,,Southwark and Moyamensing
3518,,,1,1,,,1,1,1,Southwark and Moyamensing
3519,,,,4,,,3,,,Southwark and Moyamensing
3520,,,3,1,,,2,,,Southwark and Moyamensing
3521,,,,1,,,1,,,Southwark and Moyamensing
3522,,,,1,,,,2,,Southwark and Moyamensing
3523,,,,2,,,,,,Southwark and Moyamensing
3524,,,,,,,2,,,Southwark and Moyamensing
3525,,,3,1,,,2,,,Southwark and Moyamensing
3526,,,,1,,,2,,,Southwark and Moyamensing
3527,,,,,,,,5,1,Southwark and Moyamensing
3528,,,,1,,,,2,,Southwark and Moyamensing
3529,,,,,,,,,,Southwark and Moyamensing
3530,1,,,1,,,1,1,,Southwark and Moyamensing
3531,,,,4,,,1,,,Southwark and Moyamensing
3532,,,2,1,,,2,,,Southwark and Moyamensing
3533,,,,3,,,,,,Southwark and Moyamensing
3534,,,,1,,,,2,,Southwark and Moyamensing
3535,,,1,,,,1,,,Southwark and Moyamensing
3536,,,,,,,2,,,Southwark and Moyamensing
3537,,,,6,,,,2,,Southwark and Moyamensing
3538,1,,1,,,,,2,,Southwark and Moyamensing
3539,,,1,,2,,4,,,Southwark and Moyamensing
3540,,,,1,,,2,,,Southwark and Moyamensing
3541,,,,6,,,6,,,Southwark and Moyamensing
3542,,,,3,,,2,,,Southwark and Moyamensing
3543,,,,1,,,,2,,Southwark and Moyamensing
3544,,,,,,,1,,,Southwark and Moyamensing
3545,,,,,2,,,,,Southwark and Moyamensing
3546,,,,3,,,,3,,Southwark and Moyamensing
3547,,,,2,,,2,,,Southwark and Moyamensing
3548,,,3,2,,,1,2,,Southwark and Moyamensing
3549,,,,,,,,3,,Southwark and Moyamensing
3550,2,,,,,,2,,,Southwark and Moyamensing
3551,,,,,,,2,,,Southwark and Moyamensing
3552,,,,,,,2,,,Southwark and Moyamensing
3553,,,,,,,2,,1,Southwark and Moyamensing
3554,,,,,,,1,,,Southwark and Moyamensing
3555,,,,1,,,,1,,Southwark and Moyamensing
3556,,,2,1,,,2,,,Southwark and Moyamensing
3557,,,,4,,,4,,3,Southwark and Moyamensing
3558,,,2,,,,3,,1,Southwark and Moyamensing
3559,,,,3,,,,,,Southwark and Moyamensing
3560,,,6,5,,,6,,,Southwark and Moyamensing
3561,,,1,,,,,2,2,Southwark and Moyamensing
3562,,,,1,,,2,,,Southwark and Moyamensing
3563,,,1,,,,1,,,Southwark and Moyamensing
3564,,,,,,,1,,,Southwark and Moyamensing
3565,,,,2,,,1,,,Southwark and Moyamensing
3566,,,,,,,2,,,Southwark and Moyamensing
3567,1,,,,,,,2,,Southwark and Moyamensing
3568,,,2,1,,,3,,2,Southwark and Moyamensing
3569,,,,1,,,3,,,Southwark and Moyamensing
3570,,,3,,,,4,,,Southwark and Moyamensing
3571,,,,1,,,1,,,Southwark and Moyamensing
3572,,,2,1,,,2,,,Southwark and Moyamensing
3573,,,2,1,,,2,,,Southwark and Moyamensing
3574,,2,,3,,,,4,,Southwark and Moyamensing
3575,1,1,,,,,,2,,Southwark and Moyamensing
3576,,,,,,,1,3,,Southwark and Moyamensing
3577,,,,2,,,2,,,Southwark and Moyamensing
3578,,,1,,,,1,,,Southwark and Moyamensing
3579,,,,1,,,2,,,Southwark and Moyamensing
3580,,,1,,,,,2,,Southwark and Moyamensing
3581,,,2,,,,2,,,Southwark and Moyamensing
3582,,,1,,,,1,,,Southwark and Moyamensing
3583,,,2,1,,,2,,,Southwark and Moyamensing
3584,,,2,1,,,2,,,Southwark and Moyamensing
3585,,,,2,,,2,,,Southwark and Moyamensing
3586,,,1,1,,,1,1,1,Southwark and Moyamensing
3587,,,2,,,,1,1,,Southwark and Moyamensing
3588,,,1,,,,2,,,Southwark and Moyamensing
3589,,,,1,,,2,,1,Southwark and Moyamensing
3590,,,,3,,,2,,2,Southwark and Moyamensing
3591,,,,,,,1,1,,Southwark and Moyamensing
3592,,,,2,,,5,,2,Southwark and Moyamensing
3593,,,4,,,,3,,,Southwark and Moyamensing
3594,,,,,,,,2,,Southwark and Moyamensing
3595,,,,,,,1,1,,Southwark and Moyamensing
3596,,,,,,,2,,,Southwark and Moyamensing
3597,,,,,,,2,,,Southwark and Moyamensing
3598,,,,1,,,2,,,Southwark and Moyamensing
3599,1,,,,,,,2,,Southwark and Moyamensing
3600,,,1,,,,,,,Southwark and Moyamensing
3601,,,,2,,,5,,2,Southwark and Moyamensing
3602,,,,4,,,3,,1,Southwark and Moyamensing
3603,,,,,,,2,,,Southwark and Moyamensing
3604,,,2,1,,,2,,,Southwark and Moyamensing
3605,,,,,,,,2,2,Southwark and Moyamensing
3606,,,,4,,,3,,,Southwark and Moyamensing
3607,,,,9,,,2,,,Southwark and Moyamensing
3608,,,,1,,,2,,,Southwark and Moyamensing
3609,,,,2,,,2,,,Southwark and Moyamensing
3610,1,,3,2,,,1,1,,Southwark and Moyamensing
3611,,,,,,,,,,Southwark and Moyamensing
3612,,,2,,,,,2,,Southwark and Moyamensing
3613,,,,2,,,,,,Southwark and Moyamensing
3614,,,,,,,1,1,,Southwark and Moyamensing
3615,,,,3,1,,2,,,Southwark and Moyamensing
3616,,,2,1,,,2,,,Southwark and Moyamensing
3617,1,,1,,,,1,1,,Southwark and Moyamensing
3618,,,2,1,,,2,,,Southwark and Moyamensing
3619,,,,1,1,,2,,,Southwark and Moyamensing
3620,,,,5,,,3,,1,Southwark and Moyamensing
3621,,,,1,,,,2,1,Southwark and Moyamensing
3622,,,,3,,,3,,,Southwark and Moyamensing
3623,1,1,,,,,,4,,Southwark and Moyamensing
3624,,,,,,,,2,,Southwark and Moyamensing
3625,,,,,,,,2,,Southwark and Moyamensing
3626,,,2,1,,,1,,,Southwark and Moyamensing
3627,,,4,1,,,2,1,,Southwark and Moyamensing
3628,,,1,,,,,2,,Southwark and Moyamensing
3629,,,2,1,,,,2,,Southwark and Moyamensing
3630,,,,,,,1,,,Southwark and Moyamensing
3631,,,2,1,,,2,,,Southwark and Moyamensing
3632,,,,,,,,2,,Southwark and Moyamensing
3633,,,1,,1,,2,,,Southwark and Moyamensing
3634,,,3,,,,3,,,Southwark and Moyamensing
3635,,,,,,,,2,1,Southwark and Moyamensing
3636,,,,,,,1,1,2,Southwark and Moyamensing
3637,,,1,,,,2,,,Southwark and Moyamensing
3638,,,,,1,1,,,,Southwark and Moyamensing
3639,1,,2,1,,,2,2,,Southwark and Moyamensing
3640,,,2,,,,2,,,Southwark and Moyamensing
3641,,,1,,,,,2,,Southwark and Moyamensing
3642,,,1,,,,2,,,Southwark and Moyamensing
3643,,,,,,,,,,Southwark and Moyamensing
3644,,,,1,,,3,,1,Southwark and Moyamensing
3645,,,,7,,,4,,,Southwark and Moyamensing
3646,,,1,,,,1,,,Southwark and Moyamensing
3647,,,,1,,,1,,,Southwark and Moyamensing
3648,,,3,1,,,,,,Southwark and Moyamensing
3649,,,4,1,,,4,,,Southwark and Moyamensing
3650,,,2,1,,,2,,,Southwark and Moyamensing
3651,,,,,,,,3,,Southwark and Moyamensing
3652,,,,3,,,2,,,Southwark and Moyamensing
3653,,,3,,,,3,,,Southwark and Moyamensing
3654,,,,1,,,2,,,Southwark and Moyamensing
3655,,,,2,,,,2,,Southwark and Moyamensing
3656,,,2,1,,,,5,,Southwark and Moyamensing
3657,,,,2,,,2,,,Southwark and Moyamensing
3658,,,2,,,,,,,Southwark and Moyamensing
3659,,,,,1,,2,,,Southwark and Moyamensing
3660,,,2,,,,,2,,Southwark and Moyamensing
3661,,,1,,,,2,,,Southwark and Moyamensing
3662,,,2,2,,,2,,,Southwark and Moyamensing
3663,,,2,2,,,4,,,Southwark and Moyamensing
3664,,,,3,,,6,,,Southwark and Moyamensing
3665,,,1,,,,1,1,,Southwark and Moyamensing
3666,,,1,,,,,4,,Southwark and Moyamensing
3667,,,1,1,,,2,,2,Southwark and Moyamensing
3668,,,,3,,,4,,,Southwark and Moyamensing
3669,,1,,,,,,1,,Southwark and Moyamensing
3670,,,1,,,,2,,,Southwark and Moyamensing
3671,,,,2,,,2,,,Southwark and Moyamensing
3672,,,3,2,,,2,,,Southwark and Moyamensing
3673,,,,4,,,5,,,Southwark and Moyamensing
3674,,,1,,,,2,,,Southwark and Moyamensing
3675,1,,,1,,,1,1,,Southwark and Moyamensing
3676,,,,,,,2,,,Southwark and Moyamensing
3677,,,2,1,,,2,,,Southwark and Moyamensing
3678,,,,,,,2,4,,Southwark and Moyamensing
3679,,,,,,,,2,,Southwark and Moyamensing
3680,,,2,1,,,2,,,Southwark and Moyamensing
3681,,,2,1,,,2,,,Southwark and Moyamensing
3682,,,,1,,,2,,,Southwark and Moyamensing
3683,,,,,,,2,,,Southwark and Moyamensing
3684,,,,2,,,2,,,Southwark and Moyamensing
3685,,,4,,2,,3,,,Southwark and Moyamensing
3686,,,1,,,,,,1,Southwark and Moyamensing
3687,,,1,,,,1,,,Southwark and Moyamensing
3688,,,,2,,,2,,,Southwark and Moyamensing
3689,,1,,,,,,1,,Southwark and Moyamensing
3690,,,,3,,,4,,,Southwark and Moyamensing
3691,,,,1,,,2,,,Southwark and Moyamensing
3692,,,2,,,,2,,,Southwark and Moyamensing
3693,,,,1,,,2,,,Southwark and Moyamensing
3694,,,,,,,1,,,Southwark and Moyamensing
3695,,,2,,,,2,,,Southwark and Moyamensing
3696,,,,1,,,2,,,Southwark and Moyamensing
3697,,,,1,,,2,,,Southwark and Moyamensing
3698,,,1,,,,1,,,Southwark and Moyamensing
3699,,,,2,,,2,,,Southwark and Moyamensing
3700,,,,3,,,2,,2,Southwark and Moyamensing
3701,,,,1,,,,,,Southwark and Moyamensing
3702,,,,6,,,6,,,Southwark and Moyamensing
3703,,,1,,,,,3,,Southwark and Moyamensing
3704,,,3,2,,,3,,,Southwark and Moyamensing
3705,,,,,,,,,,Southwark and Moyamensing
3706,,,,2,1,,2,,,Southwark and Moyamensing
3707,,,,1,,,,2,,Southwark and Moyamensing
3708,,,,2,,,5,,,Southwark and Moyamensing
3709,,,2,,,,2,1,,Southwark and Moyamensing
3710,,,1,,1,,,,,Southwark and Moyamensing
3711,,,,2,,,2,,,Southwark and Moyamensing
3712,,,3,,,,1,2,,Southwark and Moyamensing
