332,barber . . . . . . . . . .,. . . . . . .,,,,,
333,. . . . . . . . . . .,. . . . . . .,,,,,
334,. . . . . . . . . . .,. . . . . . .,,,,,
335,. . . . . . . . . . .,. . . . . . .,,,,,
336,. hod carrier . . . . . . . .,2 . . . . . .,,,,,
337,stevedore . . . . . . . . . .,. . . . . . .,,,,,
338,laborer . . . . . . . . . .,. . . . . . .,,,,,
339,. laborer . porter . . . . . . .,1 1 . . . . .,,,,,
340,putting in coal irregular . . . . . . .,. . . . . . .,,,,,
341,lab in stove store . . . . . . .,. . . . . . .,,,,,
342,seaman irregular . . . . . . . . .,. . . . . . .,,,,,
343,laborer . . . . . . . . . .,. . . . . . .,,,,,
344,. . . . . . . . . . .,. . . . . . .,,,,,
345,. . . . . . . . . . .,. . . . . . .,,,,,
346,. various . irregular . . . . . . .,1 . . . . . .,,,,,
347,. seaman . . . . . . . . .,1 . . . . . .,,,,,
348,rag gatherer . . . . . . . . .,. . . . . . .,,,,,
349,hod carrier . a . sometimes . . . . .,. . . . . . .,,,,,
350,various . . . . . . . . . .,. . . . . . .,,,,,
351,waiter . . . . . . . . . .,. . . . . . .,,,,,
352,laborer . . . . . . . . . .,. . . . . . .,,,,,
353,wood sawyer . . . . . . . . .,. . . . . . .,,,,,
354,porter . . . . . . . . . .,. . . . . . .,,,,,
355,drives cart . . . . . . . . .,. . . . . . .,,,,,
356,hod carrier irregular . . . . . . . .,. . . . . . .,,,,,
357,various irregular . . . . . . . . .,. . . . . . .,,,,,
358,. . . . . . . . . . .,. . . . . . .,,,,,
359,. . . . . . . . . . .,. . . . . . .,,,,,
360,. laborer each . . . . . . . .,2 . . . . . .,,,,,
361,labr . . in summer . . . . . .,. . . . . . .,,,,,
362,waterman . . . . . . . . . .,. . . . . . .,,,,,
363,. puts in coal . laborer . . . . .,1 . . 1 . . .,,,,,
364,. . . . . . . . . . .,. . . . . . .,,,,,
365,waiter wages very low . . . . . . .,. . . . . . .,,,,,
366,coachman . . . . . . . . . .,. . . . . . .,,,,,
367,. . . . . . . . . . .,. . . . . . .,,,,,
368,no occupation lame . . . . . . . .,. . . . . . .,,,,,
369,. . . . . . . . . . .,. . . . . . .,,,,,
370,. . . . . . . . . . .,. . . . . . .,,,,,
371,. . whitewasher ab . year round . . . .,1 . . . . . .,,,,,
372,. . . . . . . . . . .,. . . . . . .,,,,,
373,. tailor cant tell . . . . . . .,1 . . . . . .,,,,,
374,barber dont know . . . . . . . .,. . . . . . .,,,,,
375,. . . . . . . . . . .,. . . . . . .,,,,,
376,porter sometimes . . . . . . . . .,. . . . . . .,,,,,
377,. . . . . . . . . . .,. . . . . . .,,,,,
378,porter . . . . . . . . . .,. . . . . . .,,,,,
379,. porter very little drives coal cart . . . .,1 . 1 . . . .,,,,,
380,drives dray . . . . . . . . .,. . . . . . .,,,,,
381,tanner . . . . . . . . . .,. . . . . . .,,,,,
382,various irregular . . . . . . . . .,. . . . . . .,,,,,
383,boat . shoemaker about . a . . . . .,. . . . . . .,,,,,
384,porter about . . . . . . . . .,. . . . . . .,,,,,
385,drives dray . . . . . . . . .,. . 0 . . . .,,,,,
386,. barber . coachman . . . . . . .,4 1 . . . . .,,,,,
387,porter . . . . . . . . . .,. . . . . . .,,,,,
388,. . . . . . . . . . .,. . . . . . .,,,,,
389,confectioner . . . . . . . . . .,. . . . . . .,,,,,
390,. waterman . porter . . . . . . .,2 2 . . . . .,,,,,
391,. . . . . . . . . . .,. . . . . . .,,,,,
392,. laborer . . . . . . . . .,3 . . . . . .,,,,,
393,porter ab . . . . . . . . .,. . . . . . .,,,,,
394,. laborer irregular . . . . . . . .,1 . . . . . .,,,,,
395,porter but little . . . . . . . .,. . . . . . .,,,,,
396,. . . . . . . . . . .,. . . . . . .,,,,,
397,. . . . . . . . . . .,. . . . . . .,,,,,
398,. wood sawyer . porter . . . . . .,1 . 1 . . . .,,,,,
399,service . . . . . . . . . .,. . . . . . .,,,,,
400,. . . . . . . . . . .,. . . . . . .,,,,,
401,stevedore cant tell . . . . . . . .,. . . . . . .,,,,,
402,. drives herse . various . . . . . .,1 . 1 . . . .,,,,,
403,hod carrier . . . . . . . . .,. . . . . . .,,,,,
404,clothes dealer . . . . . . . . .,. . . . . . .,,,,,
405,ab . . . . . . . . . .,. . . . . . .,,,,,
406,waiter . . . . . . . . . .,. . . . . . .,,,,,
407,. stone dealer . barber . . . . . .,1 . 1 . . . .,,,,,
408,hod carrier dont know . . . . . . .,. . . . . . .,,,,,
409,. various . seaman . . . . . . .,1 1 . . . . .,,,,,
410,. herb doctor cant tell . . . . . .,1 . . . . . .,,,,,
411,clothes dealer . . . . . . . . .,. . . . . . .,,,,,
412,tailor irregular . . . . . . . . .,. . . . . . .,,,,,
413,. . . . . . . . . . .,. . . . . . .,,,,,
414,tailor irregular . . . . . . . . .,. . . . . . .,,,,,
415,seaman . . . . . . . . . .,. . . . . . .,,,,,
416,. . . . . . . . . . .,. . . . . . .,,,,,
417,huxter . . . . . . . . . .,. . . . . . .,,,,,
418,. shoemaker . . . . . . . . .,1 . . . . . .,,,,,
419,. school teacher . . . . . . . .,1 . . . . . .,,,,,
420,cupper bleeder . . . . . . . . .,. . . . . . .,,,,,
421,porter . . . . . . . . . .,. . . . . . .,,,,,
422,porter . . . . . . . . . .,. . . . . . .,,,,,
423,coachman . . . . . . . . . .,. . . . . . .,,,,,
424,. . . . . . . . . . .,. . . . . . .,,,,,
425,porter . . . . . . . . . .,. . . . . . .,,,,,
426,seaman . . . . . . . . . .,. . . . . . .,,,,,
427,eating house . . . . . . . . .,. . . . . . .,,,,,
428,. porter . laborer . . . . . . .,1 1 . . . . .,,,,,
429,stevedore irregular . . . . . . . . .,. . . . . . .,,,,,
430,porter very dull . . . . . . . .,. . . . . . .,,,,,
431,hod carrier . . . . . . . . .,. . . . . . .,,,,,
432,seaman . . . . . . . . . .,. . . . . . .,,,,,
433,stevedore . . . . . . . . . .,. . . . . . .,,,,,
434,. . . . . . . . . . .,. . . . . . .,,,,,
435,. . . . . . . . . . .,. . . . . . .,,,,,
436,various irregular . . . . . . . . .,. . . . . . .,,,,,
437,. . . . . . . . . . .,. . . . . . .,,,,,
438,. coachman . . . . . . . . .,1 . . . . . .,,,,,
